valuedatetime,datavalue,variable,units,sitecode,sitename,site-variable,year
5/22/07 9:23,21.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
5/22/07 13:49,17.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
5/22/07 14:49,19.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
6/12/07 13:06,15,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
6/12/07 14:06,13.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
7/18/07 7:08,15.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
7/18/07 12:10,8.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
7/18/07 13:10,10.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
8/15/07 6:48,17.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
8/15/07 7:48,23,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
8/15/07 12:32,20.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
8/15/07 13:32,22.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
9/25/07 8:43,14,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
9/25/07 9:43,22.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
9/25/07 13:56,18,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
9/25/07 14:56,16,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
10/31/07 8:35,20.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
10/31/07 9:35,24,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
10/31/07 13:59,3.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
10/31/07 14:59,7,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
11/28/07 7:40,17.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
11/28/07 8:40,20.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
12/18/07 9:34,7.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
12/18/07 10:34,11.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
12/18/07 15:40,8.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
12/18/07 16:40,9.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2007
4/16/08 9:21,13.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
4/16/08 10:21,8.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
4/16/08 14:08,16,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
4/16/08 15:08,10.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
5/14/08 7:48,2.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
5/14/08 8:48,9.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
5/14/08 13:34,4.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
5/14/08 14:34,10.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
6/18/08 8:42,14,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
6/18/08 9:42,8,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
6/18/08 12:30,6.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
6/18/08 13:30,11.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
7/29/08 9:46,14.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
7/29/08 10:46,19.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
7/29/08 14:24,15.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
7/29/08 15:24,16.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
8/20/08 8:20,7,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
8/20/08 9:20,15.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
8/20/08 12:42,10.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
8/20/08 13:42,14,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
9/9/08 8:00,5.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
9/9/08 9:00,10,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
9/9/08 11:47,17.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
9/9/08 12:47,24.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
10/13/08 10:05,17.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
10/13/08 11:05,15,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
10/13/08 14:15,20,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
10/13/08 15:15,14.33,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
11/12/08 9:28,14.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
11/12/08 10:28,16.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
11/12/08 13:01,18.67,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
11/12/08 14:01,18,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
12/17/08 9:26,18,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
12/17/08 10:26,16,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
12/17/08 14:32,14,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
12/17/08 15:32,13,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2008
4/27/09 11:56,16.07,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
4/27/09 12:56,12.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
4/27/09 16:50,15,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
4/27/09 17:50,16.43,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
5/20/09 7:29,38.21,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
5/20/09 8:29,15,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
5/20/09 11:20,7.14,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
5/20/09 12:20,15.71,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
6/25/09 7:33,21.79,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
6/25/09 12:32,13.57,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
7/13/09 8:33,12.86,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
7/13/09 13:34,7.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
8/20/09 10:06,22.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
8/20/09 15:31,7.14,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
9/17/09 9:01,17.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
9/17/09 14:26,3.93,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
10/29/09 8:30,11.43,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
10/29/09 13:00,6.79,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
11/13/09 7:47,22.86,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
11/13/09 12:15,20.36,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
12/21/09 7:30,16.43,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
12/21/09 12:10,9.64,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2009
4/26/10 9:09,11.8,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
4/26/10 10:09,13.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
4/26/10 11:09,17.9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
4/26/10 14:50,13.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
5/28/10 10:42,15,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
5/28/10 15:26,9.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
6/15/10 7:56,12.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
6/15/10 11:39,17.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
6/15/10 12:39,21.8,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
6/15/10 13:39,20.7,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
7/28/10 7:20,18.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
7/28/10 8:20,18.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
7/28/10 9:20,25.4,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
7/28/10 11:46,21.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
8/23/10 11:10,18.9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
8/23/10 15:30,18.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
9/28/10 8:45,18.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
9/28/10 12:25,8.9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
10/28/10 8:45,16.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
10/28/10 12:22,17.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
11/29/10 10:42,12.7,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
11/29/10 14:25,6.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
12/20/10 9:39,12.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
12/20/10 13:45,7.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
12/20/10 14:45,10.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
12/20/10 15:45,9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2010
4/25/11 10:10,15.4,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
4/25/11 11:10,16.4,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
4/25/11 12:10,12.9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
4/25/11 15:40,7.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
5/31/11 11:00,6.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
5/31/11 15:00,10.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
5/31/11 16:00,9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
5/31/11 17:00,8.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
6/29/11 10:09,8.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
6/29/11 11:09,8.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
6/29/11 12:09,3.4,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
6/29/11 13:10,6.8,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
7/13/11 9:45,11.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
7/13/11 10:45,11.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
7/13/11 11:45,12.9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
7/13/11 14:40,24.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
8/10/11 8:49,15.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
8/10/11 9:49,11.5,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
8/10/11 10:49,6.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
8/10/11 13:02,10.7,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
9/27/11 11:35,7.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
9/27/11 14:45,1.4,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
10/26/11 9:40,6.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
10/26/11 10:40,9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
10/26/11 11:40,8.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
10/26/11 14:35,10,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
11/16/11 8:30,9.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
11/16/11 12:40,10,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
12/20/11 10:35,4.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2011
4/26/12 9:40,12.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
4/26/12 15:00,6.8,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
4/26/12 16:00,11.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
4/26/12 17:00,6.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
5/31/12 11:52,13.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
6/27/12 11:40,16.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
6/27/12 12:40,18.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
6/27/12 13:40,17.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
6/27/12 14:50,14.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
7/16/12 10:42,8.2,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
7/16/12 11:42,13.9,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
7/16/12 12:42,9.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
7/16/12 15:00,5.7,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
8/29/12 9:15,14.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
8/29/12 10:15,10.4,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
8/29/12 11:15,4.3,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
8/29/12 15:30,66.1,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
9/25/12 8:27,13.6,"Solids, Suspended",mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Solids, Suspended - mg/l",2012
